# LongYin English canonical data - generated from the complete user translation corpus
此掌法擅长以绵密内力入侵敌人体内，注入数股极寒真气沿经脉乱窜逆行，中者便是日常行动亦力不从心，自然无法再战	This palm technique infiltrates the opponent’s body with dense Inner Force, injecting multiple strands of extreme cold qi that travel chaotically through the meridians. The victim loses control of movement and can no longer fight.
此步法气势威猛，一往无前，如阎罗王大开鬼门关，其内力携劲风呼号，化作妖魔鬼怪奔涌而出，常人见之无不恐惧惊慌	This footwork's momentum is fierce and unstoppable — like the King of Hell opening the gates of the underworld, the inner force howls like wind, surging out in the form of demons and monsters; ordinary people who see it are overwhelmed with fear and panic
武绝义所夺得的龙胤归藏功一部分，融入了飞龙门心法后，变为一门可大大提升修为者力道和体魄，颇为霸道强悍的功法	A fragment of the “Dragon Origin Hidden Scripture” obtained by Wu Jueyi. After merging it with Flying Dragon Sect inner techniques, it became a domineering method that greatly enhances strength and physical power.
相传此魔功竟是一名走火入魔之高僧所创，其劲道凶狠狂暴，逆势而行，能伤人经脉，损人修为，江湖人士无不畏惧三分	Said to have been created by a monk who had suffered qi deviation; its force is fierce and violent, running contrary to natural flow — it can damage the enemy's meridians and deplete their cultivation; the entire jianghu fears it
纯净无比之真气灌注百脉，如潮汐涨落填满周身，可将五脏六腑，四肢百胲中的污秽一一洗净，使人脱胎换骨，形同再造	A guqin composition attributed to Bo Ya of the Spring and Autumn period. Its melody is exquisite and emotionally overwhelming; each performance ends with a broken string, symbolizing the rarity of true understanding.
能生成若有似无罡气之玄妙心法，调息时至阴至柔，对敌时至阳至刚，大成后周身三寸范围如有无形障壁，常人不能近之	A subtle qi-manifesting cultivation method that creates an almost invisible protective barrier around the body; in its perfected form, nothing can approach within a few inches.
自霓裳羽衣舞姿中演化而来，其身形与力道时而飘然转旋回雪轻，时而嫣然纵送游龙惊，再平凡之招式也能生出无穷变化	A martial form derived from the dance of celestial garments (neon feather robe dance), with movements that shift between drifting elegance and dragon-like power, producing endless variation even in simple techniques.
身形拔地而起，扶摇直上可至数丈之高的超绝轻功，功力深厚者更能以真气幻化九道身影，同进同退，见者无不惊异莫名	A supreme Movement Art allowing the body to rise several meters into the air. Masters can even create nine afterimages that move in perfect synchronization, astonishing all who witness it.
世外高人于泰山之巅观日出，见云雾翻涌如海，腾涌而上所领悟的步法。功成者可踏云而上，步步高升直至凌空数十丈	A footwork technique inspired by a sage observing sunrise from Mount Tai, allowing the practitioner to step upward through clouds and even reach dozens of meters into the air.
于心中观想日月，同时掷出两枚转轮之法，其形貌轨迹皆同日月，一阳一阴，一起一落，日月同辉之时，便能照澈万物	A dual-wheel technique in which two discs are thrown while visualizing the sun and moon. Their trajectories mirror yin and yang, and when synchronized, they illuminate and reveal all things.
以红矾炼制而成的剧毒红色粉末，中毒者上吐下泻，随后很快肌肉麻痹，全身痉挛，若不及时救治，少顷便会窒息而亡	A virulent red powder refined from red alum; those poisoned suffer vomiting and diarrhea, followed rapidly by muscle paralysis and full-body convulsions — without prompt treatment, death by suffocation follows shortly
传说乃是西王母于昆仑山所授，极尽锋锐之剑招，发挥十成威力时，风云际会，天地变色，心怀邪念之散仙亦当场伏诛	Said to have been transmitted by the Queen Mother of the West on Kunlun Mountain; a supremely sharp sword art — at full power, clouds gather and the world changes color, and even errant immortals with wicked hearts are immediately struck down
传说祝融乃南方火神，此功法可催逼丹田热度至极限，使气血滚沸，内息如岩浆流淌，其劲道喷吐之时有烧融万物之威	A legendary method inspired by the Fire God Zhurong. It forces Inner Force to reach extreme heat, causing blood and qi to surge like molten lava, with strikes capable of melting and destroying all things.
劲道威猛，招式亦不失精妙之少林正宗掌法，出手时需讲求了无杂念，心怀智慧与慈悲，方能发挥制敌奇功，伏魔定邪	A Shaolin palm technique that combines powerful Inner Force with precision and discipline. It requires a mind free of distractions, guided by wisdom and compassion, to fully realize its demon-subduing potential.
多名顶尖工匠耗时数年方能打造而成的龙形机关兽，此物一出，地动山摇，群邪辟易，妖魔俯首，已得真龙三分之威矣	A dragon-shaped mechanized beast built by master craftsmen over several years. When deployed, it shakes the earth and scatters evil forces, possessing a fraction of true dragon-like might that forces demons and monsters to submit.
天元位于棋盘中央，罕有起手落于此处，然此功反其道而行，出手即射击身体中央各经脉要道，攻其不备以求一击得手	A technique derived from positioning on the central point of a chessboard (the “tianyuan”). Though such a move is rare in Go, this method instead strikes directly at the opponent’s central meridian points for a surprise decisive hit.
威力惊人内力消耗也极大的指法，以强大劲道专攻要害薄弱处，即便硬功卓绝之人，一旦罩门被击中，也难免为之洞穿	A meditation method for observing internal organ energy states until all perception dissolves into unity.
少林闻名江湖之硬功绝技，其气劲化为金钟遮罩全身，任刀枪棍棒袭来，只听一声钟声巨响，或震颤弹开，或摧折当场	A famous Shaolin defensive art that condenses Inner Force into a “Golden Bell” barrier around the body. Incoming attacks may be deflected or shattered upon impact.
德源长老仿猿猴姿态所创拳法，效猿之长臂为形，仿猿之灵快为意，发劲自背、肩、肘贯通一气，放长击远，攻守灵活	A monkey-style boxing method created by Elder Deyuan. It imitates the monkey’s long reach and agility, with force flowing through back, shoulders, and elbows for extended and flexible strikes.
战国奇人支离益为斩杀梦中蛟龙所创，然终其一生未得使用，铸剑后人将之改成了绝妙的刀法，每招每式均属世间罕见	Created by the Warring States eccentric Zhi Liyi to slay a flood dragon in a dream — yet he never got to use it in his lifetime; Sword Forging descendants later transformed it into an exquisite blade art where every move and form is a rarity in this world
抑扬顿挫，刚柔并济的书法功夫，以铁画出击时苍劲有力，以银钩防御时柔转秀丽，若其中一式修炼不精便会失其神韵	A calligraphy-based martial art combining strength and softness. Iron brush strokes are powerful and forceful, while silver-hook defenses are supple and elegant; a single flaw in training causes loss of harmony and style.
此剑已然超脱常法，登大道境界，手中无剑亦能挥手以剑气伤人，招式不着形貌，不留痕迹，可谓大音希声，大道无形	A transcendent sword realm where the practitioner no longer needs a physical sword; sword qi alone can strike invisibly and without form.
此功法能在丹田之中生成一股混沌无匹的横练真气，左奔右突，狂轰乱撞，若不能驾驭此力道，便会走火入魔狂舞而亡	This art generates a chaotic and unmatched horizontal-training true qi in the dantian that rampages left and right — if one cannot control this force, qi deviation follows and the practitioner dances wildly to their death
此歌诀壮怀激烈，豪气干云，需以手指一边弹击剑刃，一边吟咏历代侠客风姿，其隐意颇深，只有深谙剑道者方能领会	A sword song technique requiring the practitioner to strike the sword while reciting heroic verses. Its hidden meaning is deep, understood only by those who truly comprehend sword intent.
相传乃孔明所创巨型连发弩，现已失传。此为神机门尚在试验中的复刻品，其威力已是惊人，破砖石之墙如摧枯拉朽尔	A reconstructed version of a legendary multi-shot crossbow allegedly created by Zhuge Liang. Though incomplete, the Mechanist Sect’s experimental replica already possesses devastating power, easily shattering stone walls.
相传是纯阳祖师吕洞宾所创之剑术，招式沉雄古逸，力道绵绵，使此术者当翦除邪恶，斩杀凶顽，消除浮世不平之事。	A sword technique attributed to Lu Dongbin, powerful yet ancient in tone, focused on eliminating evil and restoring justice through righteous force.
至阳至刚之内功心法，其劲力汹涌澎湃，霸道无匹，无法无天，横冲直撞之时甚至会伤及己身，非功力雄厚者难以掌控	A supremely yang and hard inner art; its force surges and dominates without restraint — when fully unleashed it can even harm the user, and only those with deep cultivation can control it
食指中指并拢伸直，如剑指向敌方之手势，可借此测算敌我距离和行动方位，从而于高手相争之时攻敌必取，料敌机先	A sword-hand gesture technique using the index and middle finger together like a blade. It helps measure distance and predict enemy movement for precise preemptive strikes.
（看来要先努力把这太祖长拳修炼到第十重，\n才能在<b>二月十五日门派大比</b>中，好好崭露一番头角！）	(It seems I need to diligently cultivate this Grand Ancestral Long Fist to Layer 10 before I can <b>February 15th Sect Grand Competition</b> Go ahead and really make a name for yourself!）
三清者，玉清上清太清三胜景也，此剑法一招三剑，看似从三个方位刺向敌人，实则最终攻击同一点，可谓精妙非凡	A “Three Pure Ones” Sword where a single move splits into three apparent strikes, yet all converge on one point—highly refined and deceptive.
九天玄女通晓兵法数术，因此剑法虽只有九式，却蕴含机巧变化万千，九剑尽出便能组成剑阵，被笼罩者插翅亦难飞	The Nine Heavens Mystic Maiden’s Sword: only nine forms, yet containing endless variations. When fully unleashed, it forms a lethal sword formation.
以虚招为主，颇具观赏性之棍法，其招式棍击两头，四面开花，舞得水泼不入，除少林弟子外也深得杂耍卖艺者喜爱	A visually elaborate staff technique based on feints. Its movements strike both ends of the staff, creating wide-ranging motion that forms an impenetrable defense; it is also favored in performances.
传说茅山祖师抱朴子曾因泄露天机遭五雷轰顶，以深厚修为方才保全性命，并领悟了这一以内息引动天雷的无上法门	Legend says the Maoshan ancestor Baopuzi was once struck by five thunderbolts for revealing heaven's secrets; only his deep cultivation saved his life, and he used the experience to realize this supreme art of drawing heavenly thunder through inner breath
传说阴间鬼差黑白无常使一对杀威棍，专行赏善罚恶、勾人魂魄之事，阴狠诡谲，险招频出，稍有不慎便会命丧棍下	Legend says the underworld runners Black and White Impermanence wield a pair of punishing staffs, dispensing rewards and punishments and claiming souls — sinister and deceptive with dangerous moves at every turn; a moment's carelessness means death beneath the staff
依北斗七星方位所行步法，初时款款而来，此后愈急愈促，直至身形缓缓飘升，于空中回转不落，颇有羽化登仙之意	A footwork method based on the Big Dipper constellation. Movements begin slowly, then accelerate until the body seems to rise and circle mid-air like ascending immortals.
修习者需用手掌快速拍打灼热铁砂，直至难以忍受，功成后则掌心血红，掌力附带灼热真气，所中之处立时皮焦肉烂	The practitioner must rapidly slap burning hot iron sand with the palms until it becomes unbearable; once mastered the palms turn blood red and palm force carries scorching true qi — wherever it strikes the flesh immediately chars and burns
修炼强大劲道和深厚内力的少林正宗心法，功成者即便一袈裟掷出，也有铺天盖地之威势，足以惩凶除恶，守护众生	A core Shaolin internal cultivation method that builds strong energy and deep internal power. A master of this art can throw even a robe with overwhelming force capable of subduing evil and protecting all beings.
八仙之首铁拐李所传奇门，有劈金碎石之威能，其中更有将铁拐一击掷出，直捣黄龙，再以内劲吸回手中的神奇招式	A miraculous chi technique attributed to Tieguai Li. It includes throwing a staff to strike and then recalling it with Inner Force, as if guided by invisible control.
只需满足以下任一条件，便可进行操控\n1.入队跟随你的侠士\n2.地位不高于你的同门\n3.好感在50以上者	To control them, any of the following conditions must be met:\n1. Martial artists who follow you after joining your team\n2. Fellow disciples with a status no higher than yours\n3. Individuals with a favor rating above 50
吴道子所绘钟馗像之机锋演化而成，粗看下招式狂野鄙陋，却大有删繁就简，杀气凛然之意，奸邪群小见之无不胆寒	Evolved from the technique depicted in Wu Daozi's painting of Zhong Kui; at first glance the moves seem wild and crude, yet they are refined to eliminate all excess — fierce with killing intent, causing all villains to tremble at the sight
在天山峰顶极寒之地修炼而成的内功心法，被此内劲击中者，冰肌蚀骨，血脉凝固，可谓一只脚已踏入黄泉幽冥之中	An internal cultivation method trained in the extreme cold atop the Tianshan peak. Those struck by its force suffer frostbitten flesh and bone erosion, blood vessels freezing—already half a step into the underworld.
大气挥洒，笔若游龙之功法，在大量华丽虚招间，隐藏着几式点睛之笔专攻敌人周身要穴，此招一出，无有不中之理	A sweeping, grand brush-style martial method. Amid elaborate feints lie decisive strikes aimed at vital acupoints; once unleashed, it is nearly impossible to avoid.
天山派阴寒招法，凌厉一指之下，寒风激射而出，如刮骨钢刀袭来，即便奋力挡下此招者，其周身衣饰亦难免被撕碎	A cold, vicious technique of the Tianshan sect. A single sharp finger strike releases freezing wind like a bone-cutting blade; even if blocked, the opponent’s clothing is often shredded.
少林外门弟子常用，以齐眉长棍使出之棍法，要求身棍合一，力透棍尖，出棍时风声呼啸，圆转有力，颇有几分威势	A long staff technique used by outer disciples, requiring unity between body and weapon. It produces strong wind sounds and circular, forceful movements, carrying considerable momentum.
峨眉派进阶内功心法，强调灵感领悟，以道法自然为宗旨，令身心均回归混沌自然之境，自可以祛病强身，充盈经脉	An advanced Mount Emei internal cultivation method emphasizing insight and natural understanding, allowing body and mind to return to primal harmony and strengthen meridians.
崆峒派绝学，将阴阳两股内息彻底分离，再行融合，离合间可产生强悍的真气，偏折来袭攻势，裂石开山，无坚不摧	A Kongtong secret art that separates yin and yang Inner Force and recombines it to produce powerful force capable of deflecting attacks and shattering stone.
崆峒派轻功绝学，可凌空虚渡，踏雁而行，崆峒祖师更是曾足踏七雁，在各山峰间穿行如履平地，世人见之无不叹服	A legendary Movement Art allowing aerial movement by stepping across flying geese; the founder was said to traverse mountains by treading on seven geese.
我飞龙门精锐皆在此处，战端一开，必定尸横遍野，血流漂橹。\n这场盛会也将变为一桩武林浩劫，还望各位三思！	The elite of Flying Dragon Sect are all here. Once battle begins, corpses will litter the ground and blood will run knee-deep. This grand gathering will turn into a catastrophe for the martial world. I urge you to think carefully!
此掌法招势直上直下，看似平平无奇，却擅长不以手掌本身，而以掌中所含凌厉气劲伤人，故其距离亦远于寻常掌法	This palm technique strikes straight up and down. It appears ordinary, but it does not injure through the palm itself—rather through the fierce internal qi contained within the palm. Therefore its effective range is greater than ordinary palm techniques.
盘腿打坐内观，可视自身脏腑气脉五色盛衰之相，直至影相发白融为一体，自感遍体舒爽，烦恼去尽，入清净之境矣	A seated meditation method of inner observation, allowing one to perceive the five-colored states of internal organs and qi flow. Eventually all images merge into white unity, bringing complete calm and clarity.
相传邪道围攻少林时，有一后厨头陀持烧火棍迎战，力败数十高手后失踪。众僧皆称为紧那罗王法相显身，故得此名	A mental cultivation method inspired by Zhuangzi’s “Butterfly Dream,” requiring deep sleep meditation and the forgetting of self. In this state of unity, Inner Force naturally arises.
相传阎罗王曾学尽天下刀法，并以此创出这一无所不用其极的最强杀戮法门，因其凶险异常，稍有不慎便会走火入魔	It is said that Yama mastered all forms of sabre techniques and created this ultimate killing art that uses every possible method without restraint. Due to its extreme danger, even slight mistakes can lead to qi deviation and loss of control.
结合道家理念将一阴一阳两股内力调和成混元气劲的功法。此劲奔流无匹，更兼延绵不绝，便是内家高手也忌惮三分	A cultivation technique that harmonizes yin and yang energies into a unified force. The resulting energy flow is continuous and overwhelming, even to experienced internal martial artists.
若想提升武功修为境界，\n需要积累足够的<b>理论经验</b>和<b>实战经验</b>，此二者缺一不可。	To advance your martial arts cultivation level, you need to accumulate sufficient<b>Theoretical Experience</b>And<b>Combat Experience</b>Both of these are indispensable.
茅山独门轻功，需双腿肌肉放松，完全以内劲驱动腿脚。因而不损耗体力，内息越深厚者其奔行速度越快，耐力越久	A unique Maoshan Movement Art; the leg muscles must be completely relaxed with the legs driven entirely by inner force — thus it does not consume stamina, and the deeper the inner breath, the faster and longer-lasting the running speed
茅山道剑最高境界，可化虚为实，化气为剑，在剑锋形成三尺白芒，吹毛立断，削铁如泥，江湖中罕有人敢撄其锋芒	The highest realm of Maoshan Dao sword; can transform void into substance, qi into sword — forming a three-chi white blade edge that can cut hair and slice iron like mud; few in the jianghu dare to face its edge
融汇儒道易三家之神妙经典：太玄经上卷，需于正午时分汲取皓日之精华，日积月累方能修得此至阳至刚之磅礴内息	A profound scripture integrating Confucian, Daoist, and Yijing traditions. The upper volume requires absorbing the essence of the midday sun to cultivate extreme yang energy over time.
融汇儒道易三家之神妙经典：太玄经下卷，需于午夜时分汲取皎月之精华，日积月累方能修得此至阴至柔之浩渺内息	A complementary lower volume requiring absorption of moonlight at midnight, cultivating extreme yin energy. Long-term practice yields vast, refined Inner Force.
这“御剑要术”乃剑法之入门，你好生参阅。\n练成之后，方可修习本门的进阶武学“连环剑法”与“飞星快剑”。	This "Essential Sword" is the foundation of Sword. Study it well. Once mastered, you may advance to our higher-level martial arts, such as "Linked Ring Sword" and "Meteor Strike Sword Art."
霸刀门专攻盔甲防护薄弱位置之绝技，一旦连接处被砍断，敌人周身铠甲便轰然落地，此后自然破绽百出，不堪一击	A targeted armor-breaking technique that strikes weak structural points; once joints are severed, armor collapses, exposing the opponent completely.
顾师兄不会忘了咱们的赌约吧。\n我这太祖长拳，已在一个月内练至下一重境界。\n顾师兄若是不信，不妨来试试！	Senior Brother Gu hasn't forgotten our bet, right? My Taizu Long Fist has already reached the next level within a month. If Senior Brother Gu doesn't believe me, feel free to give it a try!
一次发出七枚透骨钢钉之手法，可同时攻击七个不同部位，其中暗含星宿阵法之理，唯有聪慧过人者方能完全掌握	A technique that fires seven bone-piercing steel nails at once, targeting seven different locations simultaneously; embedded within it are the principles of star formation arrays — only those of exceptional intelligence can fully master it
五指张开如蒲扇挥舞的掌法，刚猛霸气，力道惊人，击出劲风刮到脸上都会隐隐作痛，若着之难免被击退数尺之远	A palm art with five fingers spread wide like a cattail fan; fierce and domineering with stunning force — even the wind generated on impact is painful to the face, and those struck are sent flying several chi
令周身血脉逆行之奇功，可将他人血液吸入自身体内恢复元气，因异种血液排斥反应，时常也会让使用者陷入癫狂	A mystical technique that reverses the flow of blood throughout the body and can absorb others’ blood to restore one’s vitality. Due to rejection reactions from foreign blood, it often causes the user to descend into madness.
以真气驱动手中剑招，可将宝剑脱手数寸再以内劲吸回，因此招法飘逸绝尘，变幻莫测，旁人观之如仙人御剑一般	Drives the sword technique in hand with true qi; the sword can be released several cun from the hand and drawn back with inner force — the moves are thus ethereal and unpredictable, appearing to onlookers like an immortal commanding a flying sword
传说乃目盲高人所创，以内力催发极为尖细之声响，再根据声响反射进行定位的神奇绝技，能令周遭敌人无所遁形	A technique said to be created by a blind master, using extremely subtle Inner Force to produce sound-based detection and locate enemies.
保持纯阳童子身越久，功力修为就越深厚强大的内功心法，其护身罡气可御劲卸力，折铁分金，令运功者免受伤痛	A internal cultivation method that rewards long-term preservation of pure yang chastity; its protective aura can deflect force, break metal, and shield the practitioner from injury.
公输班所创，同时凝结了神机门历代高人无数智慧心血，机关术之核心法门，只有长老以上地位者方能一睹其全貌	The core doctrine of mechanical engineering attributed to Gongshu Ban, refined through generations of Mechanist masters. Its full content is only accessible to elders of the sect or higher ranks.
内外兼修，威力无穷之少林无上正宗掌法，出掌时金光四溢，声威震天，所到之处无论砖石金铁，皆会被碾作齑粉	A method based on the chessboard with its 19x19 grid. Two opponents engage in silent combat through strategic placement; though resembling Go, it is in fact a martial system of battlefield reasoning.
可迅速麻痹心脉大脑之五毒教特制迷药，中者如饮孟婆汤般，迷离惝恍，神情恍惚，乃至当场昏迷不醒，丧失记忆	A special Five Poisons Sect narcotic that quickly paralyzes the heart meridian and brain; those affected become dazed and confused as if having drunk Mengpo soup — falling into a stupor and losing consciousness on the spot, with memory loss
唐门暗器种类纷繁复杂，大小重量，使用方法不尽相同，此手法却能一次发出数十种暗器，颇有花雨漫天飘零之意	The Tang Sect's hidden weapons are numerous and varied in size, weight, and method; yet this technique fires dozens of different weapons at once — like a shower of flowers drifting through the sky
天师道隐匿于冲虚真经中的精妙内功法门，遵循天地含精，万物化生等自然之理，可令修习者祛病延年，功力大增	A refined inner art hidden within the Chongxu Sutra of the Tianshi Dao school; following the natural principles of heaven and earth containing essence and all things transforming — it can cure illness, extend life, and greatly increase the practitioner's power
天竺佛门掌法，出招前需摒除杂念，屏息凝神，随后一掌击出，金光迸射，邪魔崩摧，但若心有杂念威力亦会大减	A Buddhist palm technique requiring absolute mental clarity before striking. When executed, it emits golden light that destroys evil, but loses power if the mind is disturbed.
好吧好吧，那我不管你了。\n不过师傅眼下正在正厅等你，要是他老人家等急眼了，\n国师弟可别怪我没通知你。	Fine, fine. I won't bother with you then. But Master is waiting for you in the main hall right now. If he gets impatient and goes ballistic, don't blame me for not warning you, little brother.
将尾部绑有火药的箭支装入竹筒，以引线相连而成的机关装置，可瞬间发射大量火箭，一时间火光冲天，声势惊人	A bamboo rocket system that fires fire-tipped arrows using fuse ignition, producing massive explosions and intense shock effects.
少林传统倒立功夫，初时以十指撑地，逐步递减，直至能以一指维持不倒即为功成，此后自是筋骨勇壮，力道惊人	A traditional Shaolin inversion training method. Practitioners begin with ten fingers supporting the body, gradually reducing support until they can balance on a single finger, resulting in exceptional strength.
尾部绑有绳索的球形炸弹，快速甩动后掷出，可飞行数丈之远引发爆炸，由于操控手法复杂，霹雳堂高手方能使用	A spherical bomb tied with a rope at its tail. When swung and thrown, it can travel several zhang before detonating. Due to its complex handling, only skilled practitioners can use it safely.
此七式刀法每招名称中皆有一“杀”字，一刀比一刀更为邪气逼人，杀意旺盛，若七刀尽出则再无退路，不死不休	A blade art of seven forms, each with the character "kill" in its name — each move more sinister and saturated with killing intent than the last; if all seven are unleashed there is no turning back — it ends only in death
此刀法孤傲诡谲，去势如同天边一轮残月，以弧线向下勾连，寒冷皎洁之刀光亦四下照射，能够穿透世间一切壁障	A crescent-moon-like blade technique whose arc-shaped strikes emit cold, penetrating light capable of cutting through barriers.
相传乃无名女冠所创之剑法，轻巧灵动，曼妙翩跹，如蝴蝶飞舞，花瓣飘散，颇具观赏性，于剑法修为亦大有裨益	A graceful sword style created by an unnamed Daoist nun. It is light, fluid, and butterfly-like, resembling petals drifting in the air, with strong aesthetic refinement.
相传药王祖师孙思邈从黄帝内经中所悟隐秘之法，并凭此享寿元一百四十有余，乃调经养元，延年益寿之至高法门	Said to have been derived by the Medicine King ancestor Sun Simiao from the Huangdi Neijing; with this method he reportedly lived to over one hundred and forty years — the supreme art for regulating meridians, nourishing yuan, and extending life
茅山派以意念引导腹部吐纳的进阶心法，传说修得胎息者可自服内气，握固守一，如孕胎中婴儿不以口鼻便能呼吸	An advanced Maoshan heart method for guiding abdominal breathing through mental intent; legend says those who achieve fetal breathing can sustain themselves on inner qi alone, sealing the body and guarding the one — breathing like an unborn infant without mouth or nose
药王谷虽治病救人之所，其用毒亦是一绝。此手法将毒物暗藏掌心随招式拍出，所中之处立时腐化溃烂，痛苦难忍	Although Yaowang Valley is a place of healing, its poison arts are equally formidable; this technique hides poison in the palm and releases it with each strike — wherever it lands, the flesh immediately rots and festers in unbearable agony
菩提心乃大乘佛法一切功德修行之基，少林弟子需先发菩提之心，生正信之力，此后方能循大道指引，入圆满境界	The Bodhi mind is the foundation of Mahayana Buddhist cultivation. Shaolin disciples must first develop this enlightened intent and faith in righteousness before progressing toward full realization.
虎落平阳，蛟入浅海，乃是作困兽之斗，集中全身力量博最后一击的丐帮绝学，在生死关头能够发挥出超常的威力	Tiger on flat ground, dragon in shallow water — this is the Beggars Sect's supreme technique of a cornered beast making its last stand, concentrating all force into one final blow; at the moment of life and death it produces extraordinary power
西汉名将李广所传之步法，初看沉稳持重，虎步而行，而后逐渐加快，直至大步流星，气势惊人，宛如飞将军再世	A footwork method passed down by the Western Han general Li Guang; at first steady and imposing like a tiger's stride, then gradually accelerating until striding like a meteor — as if the Flying General himself has returned
赵统领，你的黄袍加身之阴谋已然败露。\n如今乱世未平，我等武林正道又岂能坐视你谋朝篡位，置万民于水火？	Captain Zhao, your scheme to don the imperial robe has been exposed. In these turbulent times, how can we, as righteous martial artists, stand idly by while you plot to usurp the throne and plunge the people into suffering?
达摩祖师真传杖法，出神入化，精妙绝伦，更兼暗含禅机，能使人明心见性，幡然顿悟，堪称禅武合一之无上功法	A martial method derived from Yan Zhenqing’s calligraphy style. Bold and forceful strokes resemble a general wielding a sword, striking with overwhelming authority.
逐渐加热内息之法，其真气形同炉火，先黑浊，后黄白，再青白，最终化为纯青，乃是功法纯熟，至阳至热之象征	A method of gradually heating inner breath; the true qi is like furnace fire — first dark and turbid, then yellow-white, then blue-white, and finally pure blue — the ultimate symbol of mastery, supremely yang and supremely hot
遵循阴阳相生相克之理的奇特剑法，其招式一正一反，一攻一守，不断交错转换，每一剑都符合情理却又出人意料	A sword style based on the principles of mutual generation and restraint of yin and yang. Its attacks alternate between offense and defense, constantly shifting in ways that remain logical yet unpredictable.
金刚宗至高内修秘法，修成者如蒙佛祖加持，运功时遍体佛光照耀万物，获不可思议之力量与智慧，可谓功德圆满	The supreme internal cultivation method of the Vajra Sect. When mastered, the practitioner is bathed in Buddha-light, gaining immense power and wisdom akin to enlightenment.
镔铁打造的朱雀形机关兽，展翅腾飞时，其下方数个机关口可喷射火油，因而其所过之处无不烈焰冲天，火海燎原	A vermilion bird–shaped mechanized beast forged from hardened iron. When it spreads its wings to fly, multiple vents beneath it spew fire oil, leaving a trail of roaring flames and a sea of fire wherever it passes.
需亲手打造，与自身身形相仿的人形傀儡，可在丝线牵引下做出各种诡异惊人的攻防姿势，常人见之如见妖法一般	A humanoid puppet crafted to match the builder’s own physique. Controlled by silk threads, it can execute strange and unpredictable offensive and defensive movements, often appearing like sorcery to ordinary observers.
顾师兄没听过，士别三日当刮目相看吗？\n我今天听了师傅和顾师兄你的教诲，已经决心痛改前非，刻苦练功了！	I haven't heard of Senior Apprentice Brother Gu before. Does that mean one should look at someone with new eyes after three days? Today, after listening to Master and Senior Apprentice Brother Gu's teachings, I've resolved to reform and diligently practice my skills!
上应天命,下从人心之刀法，出手时引动全身霸道无比之劲道，去势威猛，勇往直前，可谓天命所归，所向披靡	A blade art guided by “Heaven above, human will below,” channeling overwhelming force forward with unstoppable momentum.
不论如何，千里之行始于足下。\n毕竟我年纪尚轻，只要勤学苦练，\n假以时日，定能在江湖中闯出一番名堂！	No matter what, a journey of a thousand miles begins with a single step. After all, I'm still young. With hard work and dedication, given enough time, I'm bound to make a name for myself in the martial world!
丐帮进阶棍法，其招式粗中有细，乱中有序，若丐帮弟子围成圆阵使出，则棍影如荷花叶瓣迎风起伏，颇具声势	An advanced Beggars Sect staff art; its moves are rough yet precise, chaotic yet ordered — when Beggars Sect members form a circular formation and use it together, the staff shadows rise and fall like lotus petals in the wind, creating an imposing sight
五指弯曲宛若龙爪，爪势缠着敌人手臂逆经脉而上，甫一接触便挣脱不得，寻常高手大多撑到第五缠便败下阵来	Five fingers curl like a dragon's claw; the claw force wraps around the enemy's arm against the meridians — once contact is made it cannot be shaken off; most skilled fighters fall by the fifth coil
五毒教自先祖以来不断搜集而成，记载了无数虫蛇花草之毒理毒性及相生相克关系，故习此宝典，可知天下毒矣	Compiled by the Five Poisons Sect from its ancestors onward, this text records the toxicology, properties, and mutual restraint relationships of countless insects, snakes, flowers, and plants; mastering this compendium means knowing all the poisons in the world
什、什么情况？！地震了？！\n......好吧，原来是杨师兄......你可别把床摇塌了......	What's going on?! Is it an earthquake?! ...Okay, so it's just Senior Brother Yang... Don't shake the bed apart...
以硬功见长的刚猛掌法，每掌击出皆隐隐有金玉破空之声，砖石着之即碎，钢铁亦能击打弯折，足见其威力不凡	A fierce hard-force palm art; each strike produces a faint sound like gold or jade splitting the air — bricks shatter on contact and even steel can be bent, showing its extraordinary power
以防御见长的掌法，运转舒展绵长，能用柔劲卸去来袭力道，无论对方如何使劲，皆如打在棉花上一般无从着力	A defensive palm technique with long, flowing force that neutralizes incoming attacks, making all strength feel like striking cotton.
传承自天竺诸位高僧大德，密宗无上之佛法心髓，以简明诀要总摄见、修、行、果，佛门中人得之可谓如虎添翼	A condensed essence of esoteric Buddhist teachings transmitted by great Indian monks. It summarizes view, practice, conduct, and result, greatly enhancing any practitioner who comprehends it.
传说达摩祖师曾借一芦苇漂渡长江，此功法虽已失传大半，但修习者仍可脚踩整捆芦苇漂行于水面数个时辰不沉	A legendary technique inspired by Bodhidharma’s journey across the Yangtze River on a single reed. Though largely lost, it allows practitioners to traverse water surfaces on reeds for hours without sinking.
使体内真气沿十二经脉自动循环运行之心法，每循环一周内息便略微增强一分，因而更讲求细水长流，厚积薄发	A meditative cultivation method where one enters stillness through Zen, forming the foundation of all Shaolin internal arts and spiritual practice.
供市井小民和武林人士宴饮作乐之所，陈设华丽，人声嘈杂，更有庄家在此开设赌局，吸引往来人士一试手气。	A lively place for drinking, eating, and gambling entertainment.
修习者需先破除烦恼妄想，令身心进入绝对静止之境界，然后方能使出这消除世间苦难，令万物寂灭的玄妙刀法	A Blade that requires the practitioner to eliminate all delusions and enter absolute stillness before execution, unleashing a profound strike that eradicates suffering and dissolves existence into silence.
